"shop_id","product_id","updated_at","quantity"
4001,4100014070,"2016-04-06",0
4001,4300044317,"2013-05-19",0
4001,4300044317,"2013-04-17",1
4001,4100057617,"2016-02-12",1
4001,4100024682,"2014-12-04",1
4001,4100024682,"2015-04-30",0
4001,4100004962,"2015-08-31",1
4001,4100004962,"2014-12-04",1
4001,4100004962,"2015-08-31",0
4001,4900001185,"2015-08-31",1
4001,4900001185,"2013-07-23",1
4001,4900001185,"2015-08-31",0
4001,4100041462,"2013-04-25",0
4001,4300031316,"2013-11-01",1
4001,4300031316,"2014-01-14",0
4001,4300049821,"2013-09-20",1
4001,4300049821,"2015-03-29",0
4001,4100027666,"2015-08-31",0
4001,4100027666,"2014-03-21",1
4001,4100027666,"2015-08-31",1
4001,4100056204,"2015-11-11",1
4001,4100041081,"2015-12-17",1
4001,4100041081,"2015-08-31",1
4001,4100041081,"2015-08-31",0
4001,4100027987,"2013-07-08",1
4001,4100027987,"2015-06-06",0
4001,4300028042,"2015-08-31",1
4001,4300028042,"2015-08-31",0
4001,4300028042,"2014-07-27",1
4001,4300026343,"2014-12-24",0
4001,4300026343,"2014-09-29",1
4001,4300044215,"2015-08-31",0
4001,4300044215,"2015-08-31",1
4001,4300044215,"2013-08-15",1
4001,4900002015,"2014-04-30",0
4001,4900002015,"2013-10-01",2
4001,4100041299,"2016-10-16",0
4001,4100041299,"2015-08-31",1
4001,4100041299,"2013-09-30",1
4001,4100041299,"2015-08-31",0
4001,4900001181,"2015-12-10",0
4001,4900001181,"2015-08-31",1
4001,4900001181,"2015-08-31",0
4001,4100041107,"2014-05-28",0
4001,4300043640,"2013-07-24",1
4001,4300043640,"2014-08-06",0
4001,4300043640,"2015-11-11",1
4001,4300040687,"2013-06-08",0
4001,4100012020,"2014-09-05",0
4001,4100012020,"2014-03-21",1
4001,4100004825,"2015-08-31",1
4001,4100004825,"2015-08-31",0
4001,4100004825,"2014-12-04",1
4001,4300036963,"2015-08-31",1
4001,4300036963,"2013-11-01",1
4001,4300036963,"2015-08-31",0
4001,4100055784,"2014-05-14",1
4001,4100055784,"2014-10-07",0
4001,4100055784,"2015-09-04",1
4001,4100041436,"2015-08-31",0
4001,4100041436,"2013-09-20",1
4001,4100041436,"2015-08-31",1
4001,4100041233,"2015-12-29",0
4001,4100041233,"2015-08-31",1
4001,4100041233,"2015-08-31",0
4001,4100041234,"2015-08-31",0
4001,4100041234,"2016-03-09",0
4001,4100041234,"2015-08-31",1
4001,4100041234,"2013-09-06",1
4001,4100041189,"2014-09-13",0
4001,4100027449,"2013-12-23",1
4001,4100027449,"2015-08-31",0
4001,4100027449,"2015-08-31",1
4001,4300044168,"2013-09-13",0
4001,4300044168,"2013-04-17",1
4001,4100024597,"2015-03-15",0
4001,4100024597,"2014-12-04",1
4001,4300073065,"2013-12-31",0
4001,4300073065,"2013-12-21",1
4001,4100041435,"2016-04-26",0
4001,4100041435,"2013-09-06",1
4001,4100041435,"2015-08-31",1
4001,4100041435,"2015-08-31",0
4001,4300030443,"2013-01-13",0
4001,4100024221,"2014-12-31",0
4001,4100027230,"2014-05-14",1
4001,4100027230,"2014-07-12",0
4001,4100057591,"2016-03-07",1
4001,4300077575,"2015-08-31",0
4001,4300077575,"2014-12-30",1
4001,4300077575,"2015-08-31",1
4001,4100027812,"2015-08-31",0
4001,4100027812,"2016-02-03",0
4001,4100027812,"2015-08-31",1
4001,4100027812,"2016-03-09",1
4001,4100027812,"2016-08-19",0
4001,4300074079,"2015-08-11",1
4001,4300074079,"2016-01-12",0
4001,4300074079,"2015-07-09",0
4001,4300074079,"2015-06-22",1
4001,4300059679,"2013-02-22",1
4001,4300059679,"2014-06-07",0
4001,4100040991,"2015-08-31",1
4001,4100040991,"2015-08-31",0
4001,4300069149,"2015-10-28",0
4001,4300069149,"2015-08-31",0
4001,4300069149,"2014-03-21",1
4001,4300069149,"2015-08-31",1
4001,4300069149,"2015-11-11",1
4001,4300059271,"2013-09-03",0
4001,4100057276,"2015-08-31",0
4001,4100057276,"2015-08-31",1
4001,4100057276,"2015-10-06",0
4001,4100057276,"2016-09-03",1
4001,4100057276,"2014-12-30",1
4001,4100065078,"2016-05-18",0
4001,4100065078,"2015-10-03",1
4001,4300058966,"2013-12-25",0
4001,4100024566,"2015-08-31",1
4001,4100024566,"2015-08-31",0
4001,4100024566,"2014-12-04",1
4001,4100022291,"2013-11-07",0
4001,4300076060,"2015-08-31",0
4001,4300076060,"2014-03-19",1
4001,4300076060,"2016-09-24",0
4001,4300076060,"2015-08-31",1
4001,4300044149,"2014-10-15",0
4001,4300044149,"2013-09-20",1
4001,4300004809,"2015-08-31",0
4001,4300004809,"2015-08-31",1
4001,4300004809,"2015-09-28",0
4001,4300051384,"2013-05-17",1
4001,4300051384,"2015-03-27",0
4001,4300042991,"2015-12-24",0
4001,4300042991,"2013-08-31",1
4001,4300042991,"2014-05-12",0
4001,4300042991,"2015-10-03",1
4001,4300051060,"2015-08-31",0
4001,4300051060,"2014-10-30",1
4001,4300051060,"2015-08-31",1
4001,4300039882,"2014-03-19",1
4001,4300039882,"2015-08-31",0
4001,4300039882,"2015-08-31",1
4001,4300008862,"2013-04-07",0
4001,4300028238,"2013-08-25",0
4001,4100000591,"2013-01-25",0
4001,4100017876,"2013-01-15",0
4001,4100061831,"2015-08-31",0
4001,4100061831,"2015-01-27",1
4001,4300051023,"2013-08-12",0
4001,4300051023,"2013-07-23",1
4001,4300051048,"2014-07-29",0
4001,4300043485,"2015-08-31",1
4001,4300043485,"2015-08-31",0
4001,4300043485,"2016-02-12",0
4001,4100022264,"2013-04-03",0
4001,4300060020,"2015-03-27",0
4001,4300060020,"2013-09-30",1
4001,4300041607,"2014-05-28",0
4001,4300049566,"2013-09-20",1
4001,4300049566,"2014-12-29",0
4001,4100041232,"2013-12-21",0
4001,4100041487,"2015-08-31",1
4001,4100041487,"2015-08-31",0
4001,4100041487,"2015-11-17",0
4001,4100024253,"2013-12-31",0
4001,4100027231,"2013-07-23",1
4001,4100027231,"2013-08-29",0
4001,4100024571,"2015-08-31",1
4001,4100024571,"2015-08-31",0
4001,4100024571,"2014-12-04",1
4001,4300019187,"2014-07-19",0
4001,4300019187,"2014-03-19",1
4001,4300017710,"2014-07-16",0
4001,4300043309,"2013-12-09",1
4001,4300043309,"2015-03-14",0
4001,4300043430,"2013-03-07",0
4001,4300071321,"2015-01-28",0
4001,4300071321,"2013-11-25",1
4001,4300071322,"2014-08-08",0
4001,4300071322,"2013-11-25",1
4001,4100057938,"2015-08-31",0
4001,4100057938,"2014-12-04",1
4001,4100057938,"2015-08-31",1
4001,4100057938,"2016-03-19",0
4001,4100057929,"2015-08-31",0
4001,4100057929,"2014-12-04",1
4001,4100057929,"2015-08-31",3
4001,4100057758,"2015-08-31",0
4001,4100057758,"2015-03-19",1
4001,4100057758,"2016-02-04",0
4001,4100057758,"2015-08-31",1
4001,4100057738,"2015-08-31",1
4001,4100057738,"2015-03-19",1
4001,4100057738,"2015-08-31",0
4001,4100057711,"2015-08-31",2
4001,4100057711,"2015-03-19",1
4001,4100057711,"2015-08-31",0
4001,4100057714,"2015-08-31",0
4001,4100057714,"2015-03-19",1
4001,4100057714,"2015-08-31",2
4001,4100057692,"2015-03-19",1
4001,4100057692,"2015-08-31",1
4001,4100057692,"2015-09-30",0
4001,4100057692,"2015-08-31",0
4001,4100057692,"2015-11-06",1
4001,4100057804,"2015-08-31",1
4001,4100057804,"2015-08-31",0
4001,4100057804,"2015-03-19",1
4001,4100057834,"2016-03-11",0
4001,4100057834,"2015-08-31",0
4001,4100057834,"2015-03-19",1
4001,4100057834,"2015-08-31",2
4001,4100064977,"2015-09-04",833
4001,4100064977,"2016-10-08",0
4001,4100064977,"2016-09-05",4
4001,4100057767,"2015-11-08",0
4001,4100057767,"2015-08-31",1
4001,4100057767,"2015-08-31",0
4001,4100057767,"2015-03-19",1
4001,4100057707,"2015-08-31",0
4001,4100057707,"2015-03-19",1
4001,4100057707,"2015-08-31",2
4001,4100057785,"2014-12-04",2
4001,4100057785,"2015-08-31",2
4001,4100057785,"2015-08-31",0
4001,4100057829,"2015-08-31",0
4001,4100057829,"2015-08-31",2
4001,4100057829,"2015-03-19",1
4001,4100065486,"2016-09-03",1
4001,4100057786,"2015-11-16",0
4001,4100057786,"2015-08-31",1
4001,4100057786,"2015-08-31",0
4001,4100057786,"2015-03-19",1
4001,4100057786,"2015-12-06",1
4001,4100057795,"2015-09-07",0
4001,4100057795,"2015-03-19",1
4001,4100057795,"2015-08-31",1
4001,4100057795,"2015-08-31",0
4001,4100057795,"2015-10-11",1
4001,4100057782,"2015-08-31",2
4001,4100057782,"2015-08-31",0
4001,4100057782,"2015-03-19",1
4001,4100057810,"2015-12-26",0
4001,4100057810,"2015-08-31",2
4001,4100057810,"2016-09-09",1
4001,4100057810,"2015-08-31",0
4001,4100057810,"2015-03-19",1
4001,4100057840,"2015-08-31",2
4001,4100057840,"2015-03-19",1
4001,4100057840,"2015-08-31",0
4001,4100057903,"2015-03-19",1
4001,4100057903,"2015-06-26",0
4001,4100057903,"2016-10-13",1
4001,4100057923,"2015-03-19",1
4001,4100057923,"2015-10-28",0
4001,4100057923,"2015-08-31",0
4001,4100057923,"2015-08-31",1
4001,4100057885,"2015-08-31",0
4001,4100057885,"2015-08-31",2
4001,4100057885,"2015-03-19",1
4001,4100057885,"2016-01-04",0
4001,4100057926,"2015-08-31",0
4001,4100057926,"2016-10-03",1
4001,4100057926,"2015-08-31",1
4001,4100057926,"2015-09-25",0
4001,4100057926,"2015-03-19",1
4001,4100057892,"2014-12-04",2
4001,4100057892,"2015-06-18",0
4001,4100057893,"2015-08-31",0
4001,4100057893,"2014-12-04",2
4001,4100057893,"2015-08-31",2
4001,4100057933,"2015-08-31",2
4001,4100057933,"2014-12-04",1
4001,4100057933,"2015-08-31",0
4001,4300039244,"2014-03-04",0
4001,4300039244,"2013-07-31",1
4001,4300051268,"2014-12-04",2
4001,4300051268,"2015-08-31",2
4001,4300051268,"2015-08-31",0
4001,4300051270,"2014-12-04",1
4001,4300051270,"2014-12-25",0
4001,4100040922,"2016-04-09",0
4001,4100040922,"2015-08-31",1
4001,4100040922,"2016-04-30",1
4001,4100040922,"2015-08-31",0
4001,4100040922,"2014-03-19",1
4001,4100057630,"2015-08-31",1
4001,4100057630,"2015-12-06",1
4001,4100057630,"2014-12-04",1
4001,4100057630,"2015-08-31",0
4001,4100007057,"2014-09-02",1
4001,4100007057,"2015-08-31",0
4001,4100007057,"2015-08-31",1
4001,4100024133,"2013-02-22",1
4001,4100024133,"2013-03-06",0
4001,4100024134,"2014-06-05",0
4001,4300038424,"2014-05-28",0
4001,4300038424,"2014-03-26",1
